totalNum,order,pre1,pre2,pre3,pre7,weather,holidayType,weekType,classifier,weekday
3733,1464,3051,3255,8705,1978,0,0,0,2,3
3228,635,3733,3051,3255,4828,0,0,0,1,4
3520,273,3228,3733,3051,3874,0,0,0,1,5
8277,497,3520,3228,3733,8275,0,0,1,6,6
4138,384,8277,3520,3228,8705,0,0,1,6,7
2447,220,4138,8277,3520,3255,0,0,0,1,1
2253,171,2447,4138,8277,3051,0,0,0,1,2
2556,138,2253,2447,4138,3733,0,0,0,1,3
2614,226,2556,2253,2447,3228,0,0,0,1,4
2992,204,2614,2556,2253,3520,0,0,0,1,5
6449,241,2992,2614,2556,8277,1,0,1,6,6
4518,278,6449,2992,2614,4138,0,0,1,6,7
2052,117,4518,6449,2992,2447,0,0,0,1,1
1107,60,2052,4518,6449,2253,0,0,0,1,2
6042,107,1107,2052,4518,2556,0,0,0,1,3
8988,223,6042,1107,2052,2614,0,0,0,1,4
11718,196,8988,6042,1107,2992,0,0,0,1,5
35087,135,11718,8988,6042,6449,0,0,1,6,6
34414,161,35087,11718,8988,4518,0,0,1,6,7
16852,95,34414,35087,11718,2052,0,0,0,1,1
6646,51,16852,34414,35087,1107,0,0,0,1,2
1108,61,6646,16852,34414,6042,1,0,0,1,3
2196,203,1108,6646,16852,8988,0,0,0,1,4
2596,71,2196,1108,6646,11718,0,0,0,1,5
5778,45,2596,2196,1108,35087,0,0,1,6,6
2675,107,5778,2596,2196,34414,0,0,1,6,7
1701,1466,2675,5778,2596,16852,0,0,0,1,1
1928,1465,1701,2675,5778,6646,0,0,0,1,2
2620,83,1928,1701,2675,1108,0,0,0,1,3
3039,245,2620,1928,1701,2196,0,0,0,1,4
3708,110,3039,2620,1928,2596,0,0,0,1,5
8575,510,3708,3039,2620,5778,0,1,1,6,6
13346,3685,8575,3708,3039,2675,0,1,1,6,7
3621,991,13346,8575,3708,1701,0,1,0,1,1
1616,480,3621,13346,8575,1928,1,0,0,1,2
1490,364,1616,3621,13346,2620,0,0,0,1,3
1147,366,1490,1616,3621,3039,0,0,0,1,4
895,654,1147,1490,1616,3708,0,0,0,1,5
2253,436,895,1147,1490,8575,0,0,1,6,6
2629,697,2253,895,1147,13346,0,0,1,6,7
2198,460,2629,2253,895,3621,0,0,0,1,1
1498,268,2198,2629,2253,1616,0,0,0,1,2
1230,304,1498,2198,2629,1490,0,0,0,1,3
1886,423,1230,1498,2198,1147,0,0,0,1,4
2597,563,1886,1230,1498,895,0,0,0,1,5
5739,1918,2597,1886,1230,2253,0,0,1,6,6
4223,1201,5739,2597,1886,2629,0,0,1,6,7
3127,651,4223,5739,2597,2198,0,0,0,1,1
2980,790,3127,4223,5739,1498,0,0,0,1,2
2130,684,2980,3127,4223,1230,0,0,0,1,3
2817,779,2130,2980,3127,1886,0,0,0,1,4
3639,912,2817,2130,2980,2597,0,0,0,1,5
4825,981,3639,2817,2130,5739,0,0,1,6,6
5745,847,4825,3639,2817,4223,0,0,1,6,7
5333,563,5745,4825,3639,3127,0,0,0,1,1
5371,1182,5333,5745,4825,2980,0,0,0,1,2
4428,811,5371,5333,5745,2130,0,0,0,1,3
3206,668,4428,5371,5333,2817,0,0,0,1,4
2153,220,3206,4428,5371,3639,0,0,1,6,5
7792,1548,2153,3206,4428,4825,0,1,1,6,6
26284,7717,7792,2153,3206,5745,0,1,1,6,7
40538,14771,26284,7792,2153,5333,0,1,1,6,1
41091,16775,40538,26284,7792,5371,0,1,1,6,2
33162,14694,41091,40538,26284,4428,0,1,1,6,3
24674,9212,33162,41091,40538,3206,0,1,1,6,4
16126,7416,24674,33162,41091,2153,0,1,1,6,5
8793,3233,16126,24674,33162,7792,0,1,1,6,6
19693,5485,8793,16126,24674,26284,0,0,1,6,7
19584,5141,19693,8793,16126,40538,1,0,0,1,1
17261,4789,19584,19693,8793,41091,0,0,0,1,2
6798,2881,17261,19584,19693,33162,0,0,0,1,3
11027,2837,6798,17261,19584,24674,0,0,0,1,4
13366,2332,11027,6798,17261,16126,0,0,0,1,5
11499,1967,13366,11027,6798,8793,0,0,1,6,6
5846,1498,11499,13366,11027,19693,0,0,1,6,7
3351,1162,5846,11499,13366,19584,0,0,0,1,1
3878,1429,3351,5846,11499,17261,0,0,0,1,2
4112,1850,3878,3351,5846,6798,0,0,0,1,3
4066,1349,4112,3878,3351,11027,0,0,0,1,4
3461,1493,4066,4112,3878,13366,0,0,0,1,5
7015,2685,3461,4066,4112,11499,0,0,1,6,6
5195,2405,7015,3461,4066,5846,0,0,1,6,7
1849,795,5195,7015,3461,3351,0,0,0,1,1
2225,847,1849,5195,7015,3878,0,0,0,1,2
1807,798,2225,1849,5195,4112,0,0,0,1,3
2272,859,1807,2225,1849,4066,0,0,0,1,4
3241,1081,2272,1807,2225,3461,0,0,0,1,5
8210,3355,3241,2272,1807,7015,0,0,1,6,6
6092,3060,8210,3241,2272,5195,0,0,1,6,7
3001,1377,6092,8210,3241,1849,0,0,0,1,1
3951,1799,3001,6092,8210,2225,0,0,0,1,2
2292,971,3951,3001,6092,1807,0,0,0,2,3
3193,1538,2292,3951,3001,2272,0,0,0,2,4
3489,1653,3193,2292,3951,3241,0,0,0,2,5
5239,2315,3489,3193,2292,8210,0,0,1,6,6
3104,1577,5239,3489,3193,6092,0,0,1,6,7
2547,1198,3104,5239,3489,3001,0,0,0,2,1
3776,1890,2547,3104,5239,3951,0,0,0,2,2
4839,2402,3776,2547,3104,2292,0,0,0,2,3
4455,2219,4839,3776,2547,3193,0,0,0,2,4
4268,1967,4455,4839,3776,3489,1,0,0,2,5
7817,4011,4268,4455,4839,5239,1,0,1,6,6
3548,1180,7817,4268,4455,3104,0,0,1,6,7
2444,1275,3548,7817,4268,2547,0,0,0,2,1
5642,2676,2444,3548,7817,3776,0,0,0,2,2
3274,1615,5642,2444,3548,4839,0,0,0,2,3
4165,2083,3274,5642,2444,4455,0,0,0,2,4
4978,2418,4165,3274,5642,4268,0,0,0,2,5
13495,6029,4978,4165,3274,7817,0,0,1,6,6
6456,3026,13495,4978,4165,3548,0,0,1,6,7
4323,1878,6456,13495,4978,2444,0,0,0,2,1
8558,3057,4323,6456,13495,5642,0,0,0,2,2
4311,1650,8558,4323,6456,3274,1,0,0,2,3
8421,3244,4311,8558,4323,4165,0,0,0,2,4
6307,2756,8421,4311,8558,4978,0,0,0,2,5
21688,5681,6307,8421,4311,13495,0,0,1,6,6
18764,3557,21688,6307,8421,6456,0,0,1,6,7
7239,3098,18764,21688,6307,4323,0,0,0,2,1
7588,3690,7239,18764,21688,8558,1,0,0,2,2
5593,2437,7588,7239,18764,4311,0,0,0,2,3
5077,2851,5593,7588,7239,8421,0,0,0,2,4
6211,2131,5077,5593,7588,6307,0,0,0,2,5
10485,4018,6211,5077,5593,21688,0,0,1,6,6
19770,6859,10485,6211,5077,18764,0,1,1,6,7
35564,14741,19770,10485,6211,7239,0,1,0,3,1
11294,5040,35564,19770,10485,7588,1,1,0,3,2
5175,1668,11294,35564,19770,5593,0,0,0,3,3
4423,1985,5175,11294,35564,5077,0,0,0,3,4
5556,2723,4423,5175,11294,6211,0,0,0,3,5
11966,6849,5556,4423,5175,10485,0,0,1,6,6
7342,4122,11966,5556,4423,19770,0,0,1,6,7
4316,2313,7342,11966,5556,35564,0,0,0,3,1
8478,5053,4316,7342,11966,11294,0,0,0,3,2
10110,5231,8478,4316,7342,5175,0,0,0,3,3
10696,5323,10110,8478,4316,4423,0,0,0,3,4
11486,6382,10696,10110,8478,5556,1,0,0,3,5
20359,10749,11486,10696,10110,11966,0,0,1,6,6
10098,6128,20359,11486,10696,7342,0,0,1,6,7
6015,2946,10098,20359,11486,4316,0,0,0,3,1
11262,5479,6015,10098,20359,8478,0,0,0,3,2
9805,5717,11262,6015,10098,10110,0,0,0,3,3
8874,4827,9805,11262,6015,10696,0,0,0,3,4
11101,5809,8874,9805,11262,11486,0,0,0,3,5
25928,14357,11101,8874,9805,20359,0,0,1,6,6
17740,10634,25928,11101,8874,10098,1,0,1,6,7
9735,5392,17740,25928,11101,6015,0,0,0,3,1
7546,4320,9735,17740,25928,11262,0,0,0,3,2
6885,4132,7546,9735,17740,9805,1,0,0,3,3
10709,5335,6885,7546,9735,8874,0,0,0,3,4
10784,4112,10709,6885,7546,11101,0,0,0,3,5
16922,5715,10784,10709,6885,25928,1,1,1,6,6
31739,13591,16922,10784,10709,17740,1,1,1,6,7
10078,4056,31739,16922,10784,9735,1,1,0,3,1
5196,1800,10078,31739,16922,7546,0,0,0,3,2
5579,2314,5196,10078,31739,6885,0,0,0,3,3
4779,2187,5579,5196,10078,10709,0,0,0,3,4
8294,3958,4779,5579,5196,10784,0,0,0,3,5
14306,7849,8294,4779,5579,16922,1,0,1,6,6
8030,4444,14306,8294,4779,31739,0,0,1,6,7
2637,2209,8030,14306,8294,10078,0,0,0,3,1
10341,5072,2637,8030,14306,5196,1,0,0,3,2
8592,5724,10341,2637,8030,5579,1,0,0,3,3
7207,4050,8592,10341,2637,4779,0,0,0,3,4
6997,4093,7207,8592,10341,8294,0,0,0,3,5
20381,11584,6997,7207,8592,14306,1,0,1,6,6
12138,4949,20381,6997,7207,8030,1,0,1,6,7
5881,3645,12138,20381,6997,2637,0,0,0,3,1
6111,3517,5881,12138,20381,10341,0,0,0,3,2
8901,4981,6111,5881,12138,8592,0,0,0,3,3
7308,3813,8901,6111,5881,7207,1,0,0,3,4
10326,3927,7308,8901,6111,6997,1,0,0,3,5
20825,7767,10326,7308,8901,20381,0,0,1,6,6
14247,4342,20825,10326,7308,12138,1,0,1,6,7
5023,2730,14247,20825,10326,5881,0,0,0,3,1
3331,2265,5023,14247,20825,6111,0,0,0,3,2
7808,5281,3331,5023,14247,8901,0,0,0,3,3
8021,4163,7808,3331,5023,7308,0,0,0,3,4
5435,2238,8021,7808,3331,10326,0,0,0,3,5
9106,4458,5435,8021,7808,20825,0,0,1,6,6
13572,5353,9106,5435,8021,14247,0,1,1,6,7
19619,9443,13572,9106,5435,5023,1,1,0,3,1
5989,2833,19619,13572,9106,3331,1,1,0,3,2
3444,1567,5989,19619,13572,7808,0,0,0,3,3
4259,1954,3444,5989,19619,8021,1,0,0,2,4
6586,2627,4259,3444,5989,5435,0,0,0,2,5
14102,5351,6586,4259,3444,9106,1,0,1,6,6
12521,3915,14102,6586,4259,13572,0,0,1,6,7
4140,1601,12521,14102,6586,19619,0,0,0,2,1
6788,2672,4140,12521,14102,5989,0,0,0,2,2
9270,3349,6788,4140,12521,3444,1,0,0,2,3
7591,2772,9270,6788,4140,4259,1,0,0,2,4
5286,3070,7591,9270,6788,6586,1,0,0,2,5
10755,3557,5286,7591,9270,14102,1,0,1,6,6
7546,2783,10755,5286,7591,12521,1,0,1,6,7
3953,1485,7546,10755,5286,4140,0,0,0,2,1
5026,1540,3953,7546,10755,6788,0,0,0,2,2
9065,2360,5026,3953,7546,9270,0,0,0,2,3
11275,4448,9065,5026,3953,7591,0,0,0,2,4
9139,3589,11275,9065,5026,5286,0,0,0,2,5
21565,7046,9139,11275,9065,10755,1,0,1,6,6
18704,5076,21565,9139,11275,7546,1,0,1,6,7
6926,2300,18704,21565,9139,3953,1,0,0,2,1
8732,3047,6926,18704,21565,5026,1,0,0,2,2
7679,2820,8732,6926,18704,9065,0,0,0,2,3
5266,2250,7679,8732,6926,11275,1,0,0,2,4
7200,2352,5266,7679,8732,9139,1,0,0,2,5
10374,2971,7200,5266,7679,21565,0,0,1,6,6
12259,2905,10374,7200,5266,18704,1,0,1,6,7
6128,2322,12259,10374,7200,6926,1,0,0,2,1
8953,3044,6128,12259,10374,8732,1,0,0,2,2
9323,3405,8953,6128,12259,7679,1,0,0,2,3
5029,2800,9323,8953,6128,5266,1,0,0,2,4
5286,2490,5029,9323,8953,7200,1,0,0,2,5
10330,5402,5286,5029,9323,10374,1,0,1,6,6
8933,4871,10330,5286,5029,12259,1,0,1,6,7
6120,2976,8933,10330,5286,6128,0,0,0,4,1
5749,3241,6120,8933,10330,8953,1,0,0,4,2
7881,4529,5749,6120,8933,9323,0,0,0,4,3
8640,4288,7881,5749,6120,5029,1,0,0,4,4
8740,4620,8640,7881,5749,5286,0,0,0,4,5
16022,9530,8740,8640,7881,10330,0,0,1,6,6
11472,6319,16022,8740,8640,8933,0,0,1,6,7
5536,2937,11472,16022,8740,6120,0,0,0,4,1
7140,3691,5536,11472,16022,5749,0,0,0,4,2
9022,5599,7140,5536,11472,7881,1,0,0,4,3
9645,4925,9022,7140,5536,8640,0,0,0,4,4
8172,4345,9645,9022,7140,8740,0,0,0,4,5
14131,7978,8172,9645,9022,16022,1,0,1,6,6
11544,7011,14131,8172,9645,11472,0,0,1,6,7
8490,4012,11544,14131,8172,5536,0,0,0,4,1
8710,4437,8490,11544,14131,7140,0,0,0,4,2
9011,5237,8710,8490,11544,9022,0,0,0,4,3
8322,4448,9011,8710,8490,9645,1,0,0,4,4
8192,4422,8322,9011,8710,8172,0,0,0,4,5
13733,7677,8192,8322,9011,14131,0,0,1,6,6
10920,5763,13733,8192,8322,11544,0,0,1,6,7
7707,3954,10920,13733,8192,8490,0,0,0,4,1
7881,3894,7707,10920,13733,8710,0,0,0,4,2
8665,4514,7881,7707,10920,9011,0,0,0,4,3
8495,4464,8665,7881,7707,8322,1,0,0,4,4
8063,4454,8495,8665,7881,8192,1,0,0,4,5
12773,6883,8063,8495,8665,13733,1,0,1,6,6
11025,6004,12773,8063,8495,10920,1,0,1,6,7
9120,4062,11025,12773,8063,7707,1,0,0,4,1
7132,3405,9120,11025,12773,7881,1,0,0,4,2
9298,5331,7132,9120,11025,8665,1,0,0,4,3
10519,5588,9298,7132,9120,8495,1,0,0,4,4
11345,5824,10519,9298,7132,8063,1,0,0,4,5
17195,9910,11345,10519,9298,12773,1,0,1,6,6
14676,8135,17195,11345,10519,11025,1,0,1,6,7
11924,6042,14676,17195,11345,9120,1,0,0,4,1
11023,5688,11924,14676,17195,7132,0,0,0,4,2
10010,6328,11023,11924,14676,9298,0,0,0,4,3
13747,7612,10010,11023,11924,10519,1,0,0,4,4
12650,6929,13747,10010,11023,11345,1,0,0,4,5
19311,12694,12650,13747,10010,17195,1,0,1,6,6
15728,8926,19311,12650,13747,14676,1,0,1,6,7
12611,6507,15728,19311,12650,11924,1,0,0,4,1
12641,6730,12611,15728,19311,11023,1,0,0,4,2
13724,8154,12641,12611,15728,10010,1,0,0,4,3
13246,7241,13724,12641,12611,13747,1,0,0,4,4
13250,7612,13246,13724,12641,12650,1,0,0,4,5
22730,14053,13250,13246,13724,19311,1,0,1,6,6
15346,8832,22730,13250,13246,15728,0,0,1,6,7
11897,6333,15346,22730,13250,12611,0,0,0,4,1
13502,7489,11897,15346,22730,12641,0,0,0,4,2
16492,10450,13502,11897,15346,13724,1,0,0,4,3
13881,7308,16492,13502,11897,13246,1,0,0,4,4
10992,5852,13881,16492,13502,13250,0,0,0,4,5
19616,11046,10992,13881,16492,22730,0,0,1,6,6
15358,8978,19616,10992,13881,15346,1,0,1,6,7
9561,4746,15358,19616,10992,11897,1,0,0,4,1
6643,3534,9561,15358,19616,13502,1,0,0,4,2
6086,2981,6643,9561,15358,16492,0,0,0,4,3
4465,2054,6086,6643,9561,13881,0,0,0,4,4
4358,2439,4465,6086,6643,10992,0,0,0,5,5
8906,4808,4358,4465,6086,19616,1,0,1,6,6
7670,4246,8906,4358,4465,15358,0,0,1,6,7
5299,2937,7670,8906,4358,9561,1,0,0,5,1
4778,2572,5299,7670,8906,6643,0,0,0,5,2
4261,2750,4778,5299,7670,6086,0,0,0,5,3
5303,3034,4261,4778,5299,4465,1,0,0,5,4
5562,3635,5303,4261,4778,4358,0,0,0,5,5
20718,10471,5562,5303,4261,8906,0,0,1,6,6
13914,8939,20718,5562,5303,7670,0,0,1,6,7
6966,4023,13914,20718,5562,5299,0,0,0,5,1
9115,5145,6966,13914,20718,4778,0,0,0,5,2
13112,8164,9115,6966,13914,4261,0,0,0,5,3
10665,6699,13112,9115,6966,5303,0,0,0,5,4
12250,8003,10665,13112,9115,5562,0,0,0,5,5
29723,18609,12250,10665,13112,20718,0,0,1,6,6
18690,12059,29723,12250,10665,13914,1,0,1,6,7
6673,3761,18690,29723,12250,6966,1,0,0,5,1
6751,4195,6673,18690,29723,9115,0,0,0,5,2
4041,2557,6751,6673,18690,13112,0,0,0,5,3
6039,3247,4041,6751,6673,10665,1,0,0,5,4
7116,4183,6039,4041,6751,12250,1,0,0,5,5
10907,6449,7116,6039,4041,29723,0,0,1,6,6
8318,5051,10907,7116,6039,18690,1,0,1,6,7
5602,2802,8318,10907,7116,6673,1,0,0,5,1
4387,2144,5602,8318,10907,6751,0,0,0,5,2
3810,1960,4387,5602,8318,4041,0,0,0,5,3
3767,1508,3810,4387,5602,6039,0,0,0,5,4
5626,2604,3767,3810,4387,7116,0,0,0,5,5
5886,2006,5626,3767,3810,10907,0,0,1,6,6
10630,5169,5886,5626,3767,8318,0,1,1,6,7
32257,18438,10630,5886,5626,5602,1,1,1,6,1
37033,16312,32257,10630,5886,4387,1,1,1,6,2
25807,9802,37033,32257,10630,3810,1,1,1,6,3
21080,8193,25807,37033,32257,3767,1,1,1,6,4
27957,10911,21080,25807,37033,5626,0,1,1,6,5
15369,5721,27957,21080,25807,5886,0,1,1,6,6
6387,2295,15369,27957,21080,10630,1,0,1,6,7
5432,1838,6387,15369,27957,32257,1,0,0,5,1
5405,1889,5432,6387,15369,37033,0,0,0,5,2
5053,2102,5405,5432,6387,25807,0,0,0,5,3
4672,2292,5053,5405,5432,21080,0,0,0,5,4
6153,2792,4672,5053,5405,27957,0,0,0,5,5
9815,3987,6153,4672,5053,15369,1,0,1,5,6
6676,3497,9815,6153,4672,6387,0,0,1,5,7
4213,2034,6676,9815,6153,5432,0,0,0,5,1
5157,2501,4213,6676,9815,5405,0,0,0,5,2
7891,2892,5157,4213,6676,5053,0,0,0,5,3
9242,5090,7891,5157,4213,4672,0,0,0,5,4
10272,5165,9242,7891,5157,6153,0,0,0,5,5
15979,9461,10272,9242,7891,9815,0,0,1,5,6
11189,7446,15979,10272,9242,6676,0,0,1,5,7
7536,3826,11189,15979,10272,4213,0,0,0,5,1
8064,4889,7536,11189,15979,5157,0,0,0,5,2
7809,3975,8064,7536,11189,7891,0,0,0,5,3
7400,3453,7809,8064,7536,9242,0,0,0,5,4
7882,3052,7400,7809,8064,10272,0,0,0,5,5
15921,8338,7882,7400,7809,15979,0,0,1,5,6
10498,5635,15921,7882,7400,11189,0,0,1,5,7
6487,3290,10498,15921,7882,7536,0,0,0,5,1
6131,2622,6487,10498,15921,8064,0,0,0,5,2
8086,2281,6131,6487,10498,7809,0,0,0,2,3
10958,2736,8086,6131,6487,7400,0,0,0,2,4
11737,3260,10958,8086,6131,7882,0,0,0,2,5
28818,7298,11737,10958,8086,15921,0,0,1,6,6
26811,5850,28818,11737,10958,10498,0,0,1,6,7
11467,2996,26811,28818,11737,6487,0,0,0,2,1
12409,2850,11467,26811,28818,6131,0,0,0,2,2
9501,4488,12409,11467,26811,8086,0,0,0,2,3
8903,2988,9501,12409,11467,10958,0,0,0,2,4
7137,3440,8903,9501,12409,11737,0,0,0,2,5
16872,5440,7137,8903,9501,28818,0,0,1,6,6
14200,3458,16872,7137,8903,26811,0,0,1,6,7
6237,2829,14200,16872,7137,11467,0,0,0,2,1
6186,2243,6237,14200,16872,12409,0,0,0,2,2
6916,2354,6186,6237,14200,9501,0,0,0,2,3
4890,1867,6916,6186,6237,8903,0,0,0,2,4
3650,1326,4890,6916,6186,7137,0,0,0,2,5
14813,5489,3650,4890,6916,16872,0,0,1,6,6
12708,5784,14813,3650,4890,14200,0,0,1,6,7
5300,1945,12708,14813,3650,6237,0,0,0,2,1
3857,1432,5300,12708,14813,6186,0,0,0,2,2
3819,2027,3857,5300,12708,6916,0,0,0,2,3
4718,2026,3819,3857,5300,4890,0,0,0,2,4
3677,1633,4718,3819,3857,3650,0,0,0,2,5
7603,3518,3677,4718,3819,14813,0,0,1,6,6
5059,2477,7603,3677,4718,12708,0,0,1,6,7
3041,1601,5059,7603,3677,5300,0,0,0,2,1
2458,1418,3041,5059,7603,3857,0,0,0,2,2
2198,1265,2458,3041,5059,3819,0,0,0,2,3
1860,1388,2198,2458,3041,4718,0,0,0,2,4
3651,1636,1860,2198,2458,3677,0,0,0,1,5
6318,2922,3651,1860,2198,7603,0,0,1,6,6
4455,2332,6318,3651,1860,5059,0,0,1,6,7
2314,1132,4455,6318,3651,3041,0,0,0,1,1
2763,1397,2314,4455,6318,2458,0,0,0,1,2
2583,1054,2763,2314,4455,2198,0,0,0,1,3
2463,963,2583,2763,2314,1860,0,0,0,1,4
3037,1756,2463,2583,2763,3651,0,0,0,1,5
6499,2937,3037,2463,2583,6318,0,0,1,6,6
4095,2646,6499,3037,2463,4455,0,0,1,6,7
2242,1430,4095,6499,3037,2314,0,0,0,1,1
2383,1445,2242,4095,6499,2763,0,0,0,1,2
1722,115,2383,2242,4095,2583,0,0,0,1,3
1284,635,1722,2383,2242,2463,0,0,0,1,4
1658,709,1284,1722,2383,3037,0,0,0,1,5
4827,1121,1658,1284,1722,6499,0,0,1,6,6
3826,580,4827,1658,1284,4095,0,0,1,6,7
1898,322,3826,4827,1658,2242,0,0,0,1,1
1860,47,1898,3826,4827,2383,0,0,0,1,2
2055,85,1860,1898,3826,1722,0,0,0,1,3
1891,83,2055,1860,1898,1284,0,0,0,1,4
1908,1167,1891,2055,1860,1658,0,0,0,1,5
6224,3278,1908,1891,2055,4827,0,0,1,6,6
4800,2036,6224,1908,1891,3826,0,0,1,6,7
2264,989,4800,6224,1908,1898,0,0,0,1,1
2128,1003,2264,4800,6224,1860,0,0,0,1,2
2312,1091,2128,2264,4800,2055,0,0,0,1,3
1838,270,2312,2128,2264,1891,0,0,0,1,4
2994,323,1838,2312,2128,1908,0,0,0,1,5
6118,257,2994,1838,2312,6224,0,0,1,6,6
19163,5646,6118,2994,1838,4800,0,1,1,6,7
